case,role,curve_label,tokens_seen,loss,run_id,run_name,run_state,run_created_at,smoothed_loss
B1,baseline,Native SiLU,84711833600.0,2.451754093170166,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6168477400837675
B1,baseline,Native SiLU,84724940800.0,2.597806692123413,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6166755314593275
B1,baseline,Native SiLU,84738048000.0,2.7741024494171143,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6180993119701377
B1,baseline,Native SiLU,84751155200.0,2.820528984069824,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.619930100666786
B1,baseline,Native SiLU,84764262400.0,2.7011444568634038,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.620664609218759
B1,baseline,Native SiLU,84777369600.0,2.709399938583374,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.621467137999787
B1,baseline,Native SiLU,84790476800.0,2.812506437301636,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.623194911335334
B1,baseline,Native SiLU,84803584000.0,2.6961371898651123,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6238546066144646
B1,baseline,Native SiLU,84816691200.0,2.425349712371826,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6220593138945825
B1,baseline,Native SiLU,84829798400.0,2.5983619689941406,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.621844993381516
B1,baseline,Native SiLU,84842905600.0,2.672456979751587,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.622302731872124
B1,baseline,Native SiLU,84856012800.0,2.6026947498321533,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6221253958545803
B1,baseline,Native SiLU,84869120000.0,2.669175386428833,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6225509193958048
B1,baseline,Native SiLU,84882227200.0,2.559633255004883,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6219818874570002
B1,baseline,Native SiLU,84895334400.0,2.6601407527923584,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6223269990140574
B1,baseline,Native SiLU,84908441600.0,2.5878257751464844,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.622014967432807
B1,baseline,Native SiLU,84921548800.0,2.551377058029175,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6213761130358715
B1,baseline,Native SiLU,84934656000.0,2.3988850116729736,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6193638873119696
B1,baseline,Native SiLU,84947763200.0,2.4713075160980225,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.618024854708332
B1,baseline,Native SiLU,84960870400.0,2.276854515075684,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6149392853105633
B1,baseline,Native SiLU,84973977600.0,2.711751699447632,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6158148638344967
B1,baseline,Native SiLU,84987084800.0,2.513491630554199,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6148894450609
B1,baseline,Native SiLU,85000192000.0,2.467734098434448,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.613558561389249
B1,baseline,Native SiLU,85013299200.0,2.452130079269409,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6120985904407386
B1,baseline,Native SiLU,85026406400.0,2.6779842376708984,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612694465032488
B1,baseline,Native SiLU,85039513600.0,2.5894079208374023,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6124838598309177
B1,baseline,Native SiLU,85052620800.0,2.6614108085632324,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6129263587184153
B1,baseline,Native SiLU,85065728000.0,2.5433099269866943,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612296742639935
B1,baseline,Native SiLU,85078835200.0,2.639693021774292,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612544516583592
B1,baseline,Native SiLU,85091942400.0,2.6328823566436768,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6127284534902224
B1,baseline,Native SiLU,85105049600.0,2.726719379425049,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6137593957259
B1,baseline,Native SiLU,85118156800.0,2.780050754547119,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6152633468854427
B1,baseline,Native SiLU,85131264000.0,2.512988805770874,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.614338368487339
B1,baseline,Native SiLU,85144371200.0,2.5875043869018555,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.614095680003664
B1,baseline,Native SiLU,85157478400.0,2.6462974548339844,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6143869152003614
B1,baseline,Native SiLU,85170585600.0,2.5359017848968506,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.613677089966125
B1,baseline,Native SiLU,85183692800.0,2.509748935699463,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612737156170247
B1,baseline,Native SiLU,85196800000.0,2.616633176803589,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6127723920645876
B1,baseline,Native SiLU,85209907200.0,2.563386917114258,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6123257462325817
B1,baseline,Native SiLU,85223014400.0,2.643485307693481,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612607555575666
B1,baseline,Native SiLU,85236121600.0,2.52469253540039,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6118124457306866
B1,baseline,Native SiLU,85249228800.0,2.7228124141693115,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6128163375289484
B1,baseline,Native SiLU,85262336000.0,2.5645973682403564,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6123802416590993
B1,baseline,Native SiLU,85275443200.0,2.6343441009521484,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.61257888440209
B1,baseline,Native SiLU,85288550400.0,2.71761155128479,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6135288074905043
B1,baseline,Native SiLU,85301657600.0,2.5240838527679443,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.61271986080606
B1,baseline,Native SiLU,85314764800.0,2.7280547618865967,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.613762958050832
B1,baseline,Native SiLU,85327872000.0,2.740666389465332,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6149106819264363
B1,baseline,Native SiLU,85340979200.0,2.6612296104431152,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615329593689171
B1,baseline,Native SiLU,85354086400.0,2.431079626083374,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.613663223563924
B1,baseline,Native SiLU,85367193600.0,2.5274500846862797,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612883505657342
B1,baseline,Native SiLU,85380300800.0,2.565502643585205,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6124549896901947
B1,baseline,Native SiLU,85393408000.0,2.762326002120972,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6138104340411514
B1,baseline,Native SiLU,85406515200.0,2.5425729751586914,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.613166157275067
B1,baseline,Native SiLU,85419622400.0,2.637336254119873,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.613384753391147
B1,baseline,Native SiLU,85432729600.0,2.652206420898437,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6137358593793167
B1,baseline,Native SiLU,85445836800.0,2.7605865001678467,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615063987269178
B1,baseline,Native SiLU,85458944000.0,2.65470552444458,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6154225082183338
B1,baseline,Native SiLU,85472051200.0,2.583170890808105,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6151308222417136
B1,baseline,Native SiLU,85485158400.0,2.6776680946350098,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615696413887589
B1,baseline,Native SiLU,85498265600.0,2.4657318592071533,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6143401235337143
B1,baseline,Native SiLU,85511372800.0,2.5542120933532715,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6137963212498683
B1,baseline,Native SiLU,85524480000.0,2.457338809967041,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6123813081236245
B1,baseline,Native SiLU,85537587200.0,2.685864925384521,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.613045899309663
B1,baseline,Native SiLU,85550694400.0,2.491875410079956,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.611950024580686
B1,baseline,Native SiLU,85563801600.0,2.576552629470825,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6116298879614557
B1,baseline,Native SiLU,85576908800.0,2.7484254837036133,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612867077291648
B1,baseline,Native SiLU,85590016000.0,2.646132230758667,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6131679297621773
B1,baseline,Native SiLU,85603123200.0,2.589139938354492,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612950618858019
B1,baseline,Native SiLU,85616230400.0,2.5429434776306152,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612317469174406
B1,baseline,Native SiLU,85629337600.0,2.5598349571228027,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6118428135133107
B1,baseline,Native SiLU,85642444800.0,2.499752998352051,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.61082906506192
B1,baseline,Native SiLU,85655552000.0,2.6311728954315186,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.611013056145346
B1,baseline,Native SiLU,85668659200.0,2.6706862449646,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.611552744810797
B1,baseline,Native SiLU,85681766400.0,2.546142816543579,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6109611726559936
B1,baseline,Native SiLU,85694873600.0,2.644646167755127,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6112658222048197
B1,baseline,Native SiLU,85707980800.0,2.7950897216796875,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612928338938862
B1,baseline,Native SiLU,85721088000.0,2.541118621826172,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612278886627668
B1,baseline,Native SiLU,85734195200.0,2.5937211513519287,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612111049118345
B1,baseline,Native SiLU,85747302400.0,2.7690517902374268,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.61353043261042
B1,baseline,Native SiLU,85760409600.0,2.646367073059082,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6138274095780045
B1,baseline,Native SiLU,85773516800.0,2.6907217502593994,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6145228475950475
B1,baseline,Native SiLU,85786624000.0,2.740041255950928,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6156580452212435
B1,baseline,Native SiLU,85799731200.0,2.721571445465088,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6166159337263166
B1,baseline,Native SiLU,85812838400.0,2.507565498352051,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615629673647066
B1,baseline,Native SiLU,85825945600.0,2.525432825088501,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.614813926780011
B1,baseline,Native SiLU,85839052800.0,2.638779401779175,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615030672281217
B1,baseline,Native SiLU,85852160000.0,2.6290853023529053,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.61515778337913
B1,baseline,Native SiLU,85865267200.0,2.6185545921325684,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615188504364873
B1,baseline,Native SiLU,85878374400.0,2.62541937828064,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6152810331336425
B1,baseline,Native SiLU,85891481600.0,2.599942684173584,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6151423119886146
B1,baseline,Native SiLU,85904588800.0,2.598510980606079,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6149918970163943
B1,baseline,Native SiLU,85917696000.0,2.7343556880950928,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6160714318357186
B1,baseline,Native SiLU,85930803200.0,2.5387394428253174,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6153720356953154
B1,baseline,Native SiLU,85943910400.0,2.6401190757751465,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6155958497280296
B1,baseline,Native SiLU,85957017600.0,2.586258888244629,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615330524111875
B1,baseline,Native SiLU,85970124800.0,2.659446477890014,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615729512010641
B1,baseline,Native SiLU,85983232000.0,2.4736039638519287,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6144441182026337
B1,baseline,Native SiLU,85996339200.0,2.682746648788452,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615061851263464
B1,baseline,Native SiLU,86009446400.0,2.556044101715088,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6145280904385118
B1,baseline,Native SiLU,86022553600.0,2.735517740249634,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615622329642617
B1,baseline,Native SiLU,86035660800.0,2.71659255027771,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6165355116713154
B1,baseline,Native SiLU,86048768000.0,2.603334188461304,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6164161179428023
B1,baseline,Native SiLU,86061875200.0,2.566699266433716,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615966475117066
B1,baseline,Native SiLU,86074982400.0,2.6089584827423096,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6159030943236634
B1,baseline,Native SiLU,86088089600.0,2.712087869644165,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6167729964364312
B1,baseline,Native SiLU,86101196800.0,2.525791883468628,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615950156624944
B1,baseline,Native SiLU,86114304000.0,2.584002017974853,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6156612153323318
B1,baseline,Native SiLU,86127411200.0,2.7098822593688965,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6165133573163564
B1,baseline,Native SiLU,86140518400.0,2.5479061603546143,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615892868830635
B1,baseline,Native SiLU,86153625600.0,2.811084270477295,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6176581940821704
B1,baseline,Native SiLU,86166732800.0,2.65661358833313,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6180105095047486
B1,baseline,Native SiLU,86179840000.0,2.559769868850708,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6174837769092303
B1,baseline,Native SiLU,86192947200.0,2.695411443710327,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6181885604029533
B1,baseline,Native SiLU,86206054400.0,2.406681537628174,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6162756754857313
B1,baseline,Native SiLU,86219161600.0,2.634872436523437,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6164438659468874
B1,baseline,Native SiLU,86232268800.0,2.679166555404663,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6170111345181972
B1,baseline,Native SiLU,86245376000.0,2.516806364059448,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6161048752766383
B1,baseline,Native SiLU,86258483200.0,2.6720285415649414,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6166106529872564
B1,baseline,Native SiLU,86271590400.0,2.638791561126709,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.61681125873582
B1,baseline,Native SiLU,86284697600.0,2.688204288482666,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6174569424961316
B1,baseline,Native SiLU,86297804800.0,2.48754358291626,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6162819966109985
B1,baseline,Native SiLU,86310912000.0,2.4806883335113525,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6150556776471574
B1,baseline,Native SiLU,86324019200.0,2.5160067081451416,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.614159871553624
B1,baseline,Native SiLU,86337126400.0,2.6369669437408447,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6143661403754366
B1,baseline,Native SiLU,86350233600.0,2.4127390384674072,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6125426101820497
B1,baseline,Native SiLU,86363340800.0,2.601359605789185,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.612441470275905
B1,baseline,Native SiLU,86376448000.0,2.60816502571106,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6124027937998235
B1,baseline,Native SiLU,86389555200.0,2.669862031936645,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6129224593340696
B1,baseline,Native SiLU,86402662400.0,2.632312536239624,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6130978246017085
B1,baseline,Native SiLU,86415769600.0,2.5838608741760254,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6128334034928433
B1,baseline,Native SiLU,86428876800.0,2.654695510864258,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6132120074405676
B1,baseline,Native SiLU,86441984000.0,2.6648411750793457,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6136789453926474
B1,baseline,Native SiLU,86455091200.0,2.7009623050689697,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.614468342454073
B1,baseline,Native SiLU,86468198400.0,2.613436222076416,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6144590078822123
B1,baseline,Native SiLU,86481305600.0,2.75273871421814,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.615709619616696
B1,baseline,Native SiLU,86494412800.0,2.657292127609253,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6160856948472757
B1,baseline,Native SiLU,86507520000.0,2.466407299041748,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.614731992535106
B1,baseline,Native SiLU,86520627200.0,2.589540958404541,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6145041629878625
B1,baseline,Native SiLU,86533734400.0,2.5622775554656982,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6140318217459684
B1,baseline,Native SiLU,86546841600.0,2.569171667098999,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.613626103240348
B1,baseline,Native SiLU,86559948800.0,2.5134527683258057,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6127201283041397
B1,baseline,Native SiLU,86573056000.0,2.676234245300293,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.613294554603743
B1,baseline,Native SiLU,86586163200.0,2.7011911869049072,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6140894981474503
B1,baseline,Native SiLU,86599270400.0,2.5314438343048096,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.61334204474489
B1,baseline,Native SiLU,86612377600.0,2.712916851043701,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6142426065447086
B1,baseline,Native SiLU,86625484800.0,2.6474616527557373,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6145430420178575
B1,baseline,Native SiLU,86638592000.0,2.642964124679565,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6148000843592483
B1,baseline,Native SiLU,86651699200.0,2.474630355834961,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.61353237912645
B1,baseline,Native SiLU,86664806400.0,2.6360812187194824,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.613736312473875
B1,baseline,Native SiLU,86677913600.0,2.583630323410034,t9yrfv53,b1-packed-prod-0719-130706-8b-b1-native:rank_0,finished,2026-08-03T23:42:19Z,2.6134640317162776
